Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","202","South Africa","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2408","F","FAO estimate",""
"FS","Suite of Food Security Indicators","277","South Sudan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2184","F","FAO estimate",""
"FS","Suite of Food Security Indicators","277","South Sudan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2200","F","FAO estimate",""
"FS","Suite of Food Security Indicators","203","Spain","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2498","F","FAO estimate",""
"FS","Suite of Food Security Indicators","203","Spain","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2501","F","FAO estimate",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2289","F","FAO estimate",""
"FS","Suite of Food Security Indicators","38","Sri Lanka","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2291","F","FAO estimate",""
"FS","Suite of Food Security Indicators","276","Sudan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2200","F","FAO estimate",""
"FS","Suite of Food Security Indicators","276","Sudan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2217","F","FAO estimate",""
"FS","Suite of Food Security Indicators","207","Suriname","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2366","F","FAO estimate",""
"FS","Suite of Food Security Indicators","207","Suriname","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2375","F","FAO estimate",""
"FS","Suite of Food Security Indicators","210","Sweden","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2535","F","FAO estimate",""
"FS","Suite of Food Security Indicators","210","Sweden","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2531","F","FAO estimate",""
"FS","Suite of Food Security Indicators","211","Switzerland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2566","F","FAO estimate",""
"FS","Suite of Food Security Indicators","211","Switzerland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2559","F","FAO estimate",""
"FS","Suite of Food Security Indicators","212","Syrian Arab Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2319","F","FAO estimate",""
"FS","Suite of Food Security Indicators","212","Syrian Arab Republic","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2347","F","FAO estimate",""
"FS","Suite of Food Security Indicators","208","Tajikistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2283","F","FAO estimate",""
"FS","Suite of Food Security Indicators","208","Tajikistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2262","F","FAO estimate",""
"FS","Suite of Food Security Indicators","216","Thailand","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2446","F","FAO estimate",""
"FS","Suite of Food Security Indicators","216","Thailand","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2444","F","FAO estimate",""
"FS","Suite of Food Security Indicators","176","Timor-Leste","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2159","F","FAO estimate",""
"FS","Suite of Food Security Indicators","176","Timor-Leste","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2187","F","FAO estimate",""
"FS","Suite of Food Security Indicators","217","Togo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2211","F","FAO estimate",""
"FS","Suite of Food Security Indicators","217","Togo","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2229","F","FAO estimate",""
"FS","Suite of Food Security Indicators","219","Tonga","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2356","F","FAO estimate",""
"FS","Suite of Food Security Indicators","219","Tonga","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2373","F","FAO estimate",""
"FS","Suite of Food Security Indicators","220","Trinidad and Tobago","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2424","F","FAO estimate",""
"FS","Suite of Food Security Indicators","220","Trinidad and Tobago","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2424","F","FAO estimate",""
"FS","Suite of Food Security Indicators","222","Tunisia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2357","F","FAO estimate",""
"FS","Suite of Food Security Indicators","222","Tunisia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2345","F","FAO estimate",""
"FS","Suite of Food Security Indicators","223","Turkey","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2386","F","FAO estimate",""
"FS","Suite of Food Security Indicators","223","Turkey","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2395","F","FAO estimate",""
"FS","Suite of Food Security Indicators","213","Turkmenistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2308","F","FAO estimate",""
"FS","Suite of Food Security Indicators","213","Turkmenistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2297","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2140","F","FAO estimate",""
"FS","Suite of Food Security Indicators","226","Uganda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2162","F","FAO estimate",""
"FS","Suite of Food Security Indicators","230","Ukraine","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2484","F","FAO estimate",""
"FS","Suite of Food Security Indicators","230","Ukraine","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2478","F","FAO estimate",""
"FS","Suite of Food Security Indicators","225","United Arab Emirates","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2684","F","FAO estimate",""
"FS","Suite of Food Security Indicators","225","United Arab Emirates","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2666","F","FAO estimate",""
"FS","Suite of Food Security Indicators","229","United Kingdom of Great Britain and Northern Ireland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2489","F","FAO estimate",""
"FS","Suite of Food Security Indicators","229","United Kingdom of Great Britain and Northern Ireland","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2488","F","FAO estimate",""
"FS","Suite of Food Security Indicators","215","United Republic of Tanzania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2123","F","FAO estimate",""
"FS","Suite of Food Security Indicators","215","United Republic of Tanzania","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2136","F","FAO estimate",""
"FS","Suite of Food Security Indicators","231","United States of America","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2545","F","FAO estimate",""
"FS","Suite of Food Security Indicators","231","United States of America","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2548","F","FAO estimate",""
"FS","Suite of Food Security Indicators","234","Uruguay","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2411","F","FAO estimate",""
"FS","Suite of Food Security Indicators","234","Uruguay","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2414","F","FAO estimate",""
"FS","Suite of Food Security Indicators","235","Uzbekistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2379","F","FAO estimate",""
"FS","Suite of Food Security Indicators","235","Uzbekistan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2370","F","FAO estimate",""
"FS","Suite of Food Security Indicators","155","Vanuatu","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2158","F","FAO estimate",""
"FS","Suite of Food Security Indicators","155","Vanuatu","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2166","F","FAO estimate",""
"FS","Suite of Food Security Indicators","236","Venezuela (Bolivarian Republic of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2336","F","FAO estimate",""
"FS","Suite of Food Security Indicators","236","Venezuela (Bolivarian Republic of)","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2344","F","FAO estimate",""
"FS","Suite of Food Security Indicators","237","Viet Nam","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2305","F","FAO estimate",""
"FS","Suite of Food Security Indicators","237","Viet Nam","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2297","F","FAO estimate",""
"FS","Suite of Food Security Indicators","249","Yemen","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2161","F","FAO estimate",""
"FS","Suite of Food Security Indicators","249","Yemen","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2180","F","FAO estimate",""
"FS","Suite of Food Security Indicators","251","Zambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2142","F","FAO estimate",""
"FS","Suite of Food Security Indicators","251","Zambia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2167","F","FAO estimate",""
"FS","Suite of Food Security Indicators","181","Zimbabwe","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2014","2014","kcal/capita/day","2210","F","FAO estimate",""
"FS","Suite of Food Security Indicators","181","Zimbabwe","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2018","2018","kcal/capita/day","2224","F","FAO estimate",""
